deal_rk,deal_num,deal_name,deal_sum,client_rk,account_rk,agreement_rk,deal_start_date,department_rk,product_rk,deal_type_cd,effective_from_date,effective_to_date
3882770,534-369-828-955-803,Ипотека,692694,183789,3150407,918038,2021-09-21,108,1723293,6,2023-03-15,2999-12-31
2592792,993-454-324-637-818,Автокредит,2953747,324561,3570343,617095,2020-09-26,84,1685452,3,2023-03-15,2999-12-31
2751577,169-846-998-591-461,Кредит наличными со страховкой,5623712,377901,3143940,546484,2021-03-25,37,1928386,3,2023-03-15,2999-12-31
4752809,768-244-339-993-451,Автокредит,492407,203316,3234370,630497,2021-09-21,107,1487970,1,2023-03-15,2999-12-31
2812332,997-795-512-312-632,Кредит наличными,2316791,431367,3992295,549175,2022-03-20,46,1784403,3,2023-03-15,2999-12-31
6833738,771-942-823-399-666,Кредит наличными со страховкой,5329153,342314,3054028,611723,2021-09-21,115,1935974,8,2023-03-15,2999-12-31
6092650,861-653-614-483-324,Автокредит,815760,297785,3904669,965499,2022-03-20,95,1328629,8,2023-03-15,2999-12-31
7326883,499-231-146-704-592,Кредит наличными,4280377,405014,3940164,932316,2020-09-26,123,1334772,5,2023-03-15,2999-12-31
3684369,782-911-329-614-350,Ипотека,5658388,161156,3743281,703666,2020-09-26,101,1636932,6,2023-03-15,2999-12-31
8627756,782-511-535-698-222,Кредит наличными,828249,153502,3017993,990875,2020-09-26,94,1300845,4,2023-03-15,2999-12-31
2200552,984-484-666-761-971,Ипотека,3587214,342234,3885764,550351,2021-03-25,50,1715930,3,2023-03-15,2999-12-31
8049890,693-489-747-778-949,Кредит наличными со страховкой,2210642,493187,3887058,568425,2021-09-21,17,1505964,4,2023-03-15,2999-12-31
5159485,711-784-866-628-921,Ипотека,3490616,101221,3358139,800629,2022-03-20,106,1212632,2,2023-03-15,2999-12-31
3964489,551-620-582-175-328,Кредит наличными со страховкой,1092946,270938,3059873,919522,2021-03-25,122,1477495,6,2023-03-15,2999-12-31
4582323,392-849-847-944-192,Кредит наличными со страховкой,4838405,193265,3211399,663937,2021-09-21,71,1162630,1,2023-03-15,2999-12-31
7889295,585-339-337-925-648,Ипотека,1583624,408956,3496513,517796,2022-03-20,55,1473458,5,2023-03-15,2999-12-31
7002669,387-619-375-931-324,Кредит наличными,5437953,289391,3266817,654986,2022-03-20,60,1688299,5,2023-03-15,2999-12-31
8227754,656-990-760-912-108,Автокредит,5007284,210812,3870334,980861,2020-03-30,97,1115772,4,2023-03-15,2999-12-31
3440192,307-739-386-743-538,Кредит наличными со страховкой,1144555,199256,3125137,722250,2022-03-20,119,1148609,6,2023-03-15,2999-12-31
8013377,248-167-414-867-979,Кредит наличными,636050,126870,3812694,511916,2020-09-26,107,1167823,4,2023-03-15,2999-12-31
4090923,716-559-393-237-131,Кредит наличными со страховкой,4255842,406914,3775861,593249,2021-09-21,96,1389247,1,2023-03-15,2999-12-31
3997995,897-613-670-543-567,Автокредит,538512,230726,3975037,954054,2021-09-21,94,1524476,6,2023-03-15,2999-12-31
4535317,287-884-405-281-414,Кредит наличными со страховкой,2488546,482704,3251396,629810,2021-03-25,63,1848135,1,2023-03-15,2999-12-31
7593602,584-147-722-161-126,Автокредит,633322,216310,3052366,509171,2020-03-30,20,1279328,5,2023-03-15,2999-12-31
5746052,488-815-188-743-998,Ипотека,5356053,346557,3824334,584185,2022-03-20,61,1123767,2,2023-03-15,2999-12-31
8812870,825-464-502-134-407,Кредит наличными со страховкой,3929660,215899,3746210,822384,2021-09-21,109,1828955,4,2023-03-15,2999-12-31
6082196,140-788-879-581-591,Кредит наличными,1408328,368327,3536070,879499,2020-03-30,125,1701779,8,2023-03-15,2999-12-31
8777445,663-469-956-512-716,Кредит наличными,3203459,496907,3797753,868997,2020-03-30,25,1194683,4,2023-03-15,2999-12-31
7398271,825-566-505-154-302,Кредит наличными со страховкой,5169464,269739,3080720,657731,2021-03-25,16,1508642,5,2023-03-15,2999-12-31
8360794,852-435-224-910-749,Ипотека,4852194,300401,3648532,728318,2021-09-21,99,1866840,4,2023-03-15,2999-12-31
7193750,494-111-972-314-933,Ипотека,2740868,236258,3135795,787079,2021-09-21,43,1463718,5,2023-03-15,2999-12-31
3367914,841-196-385-716-956,Кредит наличными со страховкой,5674885,149747,3667003,779898,2021-03-25,63,1792418,6,2023-03-15,2999-12-31
7502636,700-225-919-718-429,Кредит наличными со страховкой,2417177,387485,3785737,886689,2020-03-30,54,1457169,5,2023-03-15,2999-12-31
2404958,644-536-215-564-301,Автокредит,1871632,297370,3418775,571200,2022-03-20,53,1804165,3,2023-03-15,2999-12-31
6165442,514-542-712-176-299,Ипотека,3183034,408168,3931114,589649,2020-03-30,29,1449776,8,2023-03-15,2999-12-31
2161080,580-548-593-567-645,Автокредит,3468861,127500,3183664,623028,2021-03-25,122,1760575,3,2023-03-15,2999-12-31
4561195,151-401-159-271-739,Автокредит,1981861,288110,3441025,532860,2020-03-30,63,1478266,1,2023-03-15,2999-12-31
8522168,371-112-300-565-558,Кредит наличными,5648598,277566,3285724,638773,2021-03-25,47,1460225,4,2023-03-15,2999-12-31
3346734,702-381-198-648-921,Ипотека,5610869,481289,3584687,738589,2022-03-20,84,1400240,6,2023-03-15,2999-12-31
5702723,240-146-845-482-569,Кредит наличными со страховкой,840494,213590,3115074,744951,2020-03-30,107,1057676,2,2023-03-15,2999-12-31
8661103,174-669-172-254-150,Кредит наличными со страховкой,1763655,202028,3692539,535423,2022-03-20,87,1389572,4,2023-03-15,2999-12-31
6680279,572-353-869-683-679,Автокредит,4248365,134625,3308996,530946,2021-09-21,127,1936193,8,2023-03-15,2999-12-31
3887153,648-219-750-118-476,Кредит наличными со страховкой,3818884,311935,3077765,853652,2022-03-20,45,1477815,6,2023-03-15,2999-12-31
8574973,214-750-192-659-412,Ипотека,1349320,292464,3164550,771039,2020-09-26,23,1359626,4,2023-03-15,2999-12-31
3795469,888-558-171-982-159,Ипотека,4047769,133351,3278386,983816,2020-09-26,38,1728872,6,2023-03-15,2999-12-31
7758217,651-582-920-368-231,Кредит наличными,2655244,367266,3266543,857282,2022-03-20,17,1424072,5,2023-03-15,2999-12-31
3024015,595-654-302-965-519,Кредит наличными,4508523,468401,3449004,541336,2022-03-20,107,1763261,6,2023-03-15,2999-12-31
5037170,928-826-956-317-117,Автокредит,3265580,168895,3389794,670192,2020-09-26,90,1385656,2,2023-03-15,2999-12-31
2422778,137-571-903-413-754,Кредит наличными со страховкой,4913213,399579,3221030,941623,2020-09-26,67,1800248,3,2023-03-15,2999-12-31
3082521,709-351-307-517-931,Автокредит,2536693,384205,3939030,501374,2022-03-20,39,1639585,6,2023-03-15,2999-12-31
5404447,215-291-267-759-352,Автокредит,3991212,477446,3119986,879267,2022-03-20,48,1889992,2,2023-03-15,2999-12-31
8738758,782-221-323-294-404,Кредит наличными,3404962,349289,3404813,787002,2020-03-30,23,1839317,4,2023-03-15,2999-12-31
8806024,364-896-403-906-716,Автокредит,1848239,134863,3031756,801906,2021-09-21,96,1912571,4,2023-03-15,2999-12-31
3241758,263-507-929-694-293,Кредит наличными со страховкой,651159,150278,3978428,623012,2021-09-21,65,1404895,6,2023-03-15,2999-12-31
8029733,857-919-355-158-791,Кредит наличными,2377825,275633,3096417,843830,2021-09-21,122,1520970,4,2023-03-15,2999-12-31
8601300,861-148-819-558-266,Кредит наличными со страховкой,4602846,446483,3201016,587543,2020-09-26,128,1164645,4,2023-03-15,2999-12-31
4002243,455-602-373-212-287,Кредит наличными,3394269,300475,3311509,662162,2022-03-20,96,1903757,1,2023-03-15,2999-12-31
8046434,512-313-500-558-408,Кредит наличными со страховкой,2307294,229081,3906057,752061,2022-03-20,67,1448382,4,2023-03-15,2999-12-31
5854574,180-932-205-586-741,Ипотека,3980247,227206,3776499,979306,2021-09-21,72,1328556,2,2023-03-15,2999-12-31
7486527,455-902-276-807-759,Автокредит,2850566,131950,3105886,938408,2020-09-26,24,1659845,5,2023-03-15,2999-12-31
4127398,896-881-967-418-218,Автокредит,1613763,404203,3933884,810844,2022-03-20,114,1699877,1,2023-03-15,2999-12-31
6499793,687-440-509-681-948,Кредит наличными со страховкой,2167942,363995,3066302,500858,2020-03-30,38,1722744,8,2023-03-15,2999-12-31
3875886,832-977-413-247-346,Кредит наличными,1697315,329808,3587731,898198,2022-03-20,114,1845830,6,2023-03-15,2999-12-31
8873312,958-764-115-734-684,Ипотека,779583,213592,3540120,671968,2021-09-21,91,1554875,4,2023-03-15,2999-12-31
5397131,390-513-874-358-378,Ипотека,1342999,264503,3269159,516095,2020-03-30,58,1375103,2,2023-03-15,2999-12-31
8806616,643-699-358-284-935,Кредит наличными со страховкой,3644970,363476,3436216,859788,2021-03-25,130,1441099,4,2023-03-15,2999-12-31
8052402,416-351-231-337-212,Кредит наличными,3062371,480870,3803162,905541,2021-03-25,63,1374076,4,2023-03-15,2999-12-31
5321384,735-864-965-473-198,Автокредит,4640403,151305,3018471,629128,2021-03-25,39,1581512,2,2023-03-15,2999-12-31
4931787,970-721-105-559-709,Ипотека,2608601,319111,3673447,956071,2021-09-21,101,1647068,1,2023-03-15,2999-12-31
8788725,264-220-937-289-269,Автокредит,2302185,361324,3379844,618601,2021-09-21,84,1175649,4,2023-03-15,2999-12-31
7586926,979-461-517-413-853,Ипотека,5692147,436286,3019299,851950,2021-09-21,56,1717322,5,2023-03-15,2999-12-31
3354067,171-456-566-304-521,Кредит наличными,3148657,219872,3545097,560648,2021-03-25,32,1518859,6,2023-03-15,2999-12-31
8505349,921-859-974-982-172,Кредит наличными,4748051,312194,3866879,876084,2022-03-20,94,1499858,4,2023-03-15,2999-12-31
2939717,679-518-794-721-361,Автокредит,1479520,334052,3931088,993117,2022-03-20,15,1096581,3,2023-03-15,2999-12-31
6270357,438-817-426-695-553,Кредит наличными,1012861,444286,3047635,677711,2020-09-26,10,1901953,8,2023-03-15,2999-12-31
4724112,199-222-501-327-865,Кредит наличными,3426869,105176,3285588,617534,2021-03-25,119,1682683,1,2023-03-15,2999-12-31
3669199,690-101-437-822-520,Кредит наличными,5461162,186569,3955313,996800,2022-03-20,30,1745982,6,2023-03-15,2999-12-31
7175624,950-985-133-700-412,Ипотека,1655102,306495,3616105,671745,2020-03-30,121,1112207,5,2023-03-15,2999-12-31
4615072,564-624-667-716-434,Кредит наличными,4435245,284696,3289936,549959,2020-03-30,43,1215455,1,2023-03-15,2999-12-31
3967652,300-579-284-146-578,Ипотека,673136,473121,3349695,843126,2021-03-25,52,1750544,6,2023-03-15,2999-12-31
4180562,485-969-181-698-854,Автокредит,4489292,250404,3036202,849998,2022-03-20,86,1524544,1,2023-03-15,2999-12-31
7784431,444-269-486-171-105,Автокредит,1859777,235834,3329208,547256,2021-09-21,72,1871103,5,2023-03-15,2999-12-31
7984858,393-889-888-200-670,Кредит наличными,4480237,471689,3654837,691356,2020-03-30,101,1679442,5,2023-03-15,2999-12-31
6974223,114-972-356-389-657,Кредит наличными со страховкой,3346800,355128,3558039,754227,2020-03-30,39,1187269,8,2023-03-15,2999-12-31
5037293,541-266-240-536-528,Автокредит,3611632,338567,3967101,934866,2020-09-26,36,1916249,2,2023-03-15,2999-12-31
5572695,919-925-566-366-464,Кредит наличными,828317,216050,3425356,581134,2020-03-30,24,1339652,2,2023-03-15,2999-12-31
4465344,416-438-521-661-693,Ипотека,2984267,166218,3587262,634943,2021-09-21,19,1872549,1,2023-03-15,2999-12-31
8236060,881-719-785-627-135,Кредит наличными,4899975,212285,3863773,763899,2021-03-25,114,1020911,4,2023-03-15,2999-12-31
6063793,427-568-315-524-470,Кредит наличными,3530256,448671,3822914,615413,2020-09-26,57,1026715,8,2023-03-15,2999-12-31
7462968,464-681-847-545-277,Ипотека,5615016,307665,3010892,996193,2022-03-20,111,1354885,5,2023-03-15,2999-12-31
7651915,724-553-860-688-842,Кредит наличными со страховкой,715016,403528,3061536,553339,2022-03-20,46,1791116,5,2023-03-15,2999-12-31
3052141,975-666-212-142-256,Ипотека,628163,422797,3934739,780368,2021-03-25,95,1695619,6,2023-03-15,2999-12-31
2619732,474-231-619-901-505,Кредит наличными со страховкой,4781772,499355,3193541,950586,2020-09-26,46,1025134,3,2023-03-15,2999-12-31
6041561,330-979-425-861-771,Автокредит,984668,218928,3349347,525198,2021-03-25,10,1740706,8,2023-03-15,2999-12-31
3856471,184-192-742-100-941,Ипотека,3444641,487241,3073087,523560,2022-03-20,61,1914681,6,2023-03-15,2999-12-31
3587066,910-992-368-183-378,Ипотека,1919116,138634,3014898,718623,2022-03-20,55,1785976,6,2023-03-15,2999-12-31
2635526,128-113-337-465-929,Кредит наличными со страховкой,4521472,213825,3469603,887435,2022-03-20,114,1609836,3,2023-03-15,2999-12-31
7136611,521-262-611-148-138,Ипотека,3606890,283810,3690636,735753,2022-03-20,85,1584306,5,2023-03-15,2999-12-31
7504914,444-881-703-256-134,Автокредит,3473429,299386,3436883,754931,2020-09-26,12,1748309,5,2023-03-15,2999-12-31
5341527,872-249-874-549-946,Кредит наличными,5683156,411514,3729445,868574,2021-03-25,11,1547840,2,2023-03-15,2999-12-31
3716846,869-135-408-110-319,Кредит наличными,2043637,131619,3999882,641608,2020-09-26,37,1627637,6,2023-03-15,2999-12-31
4307871,816-611-646-558-658,Кредит наличными со страховкой,3656909,273145,3841309,697347,2021-09-21,67,1693548,1,2023-03-15,2999-12-31
6282448,387-156-287-985-216,Кредит наличными,1661711,111296,3253401,756684,2020-09-26,120,1517902,8,2023-03-15,2999-12-31
3480455,582-167-192-554-192,Кредит наличными со страховкой,4712606,132010,3800027,777117,2022-03-20,33,1485072,6,2023-03-15,2999-12-31
8135340,280-596-458-722-680,Кредит наличными,5118811,364434,3876612,669332,2021-03-25,118,1097583,4,2023-03-15,2999-12-31
6247120,424-861-459-403-984,Ипотека,4332760,449803,3639778,995213,2021-03-25,36,1024130,8,2023-03-15,2999-12-31
3861751,114-768-294-805-868,Кредит наличными со страховкой,713711,430132,3632970,952008,2021-09-21,76,1197283,6,2023-03-15,2999-12-31
6243928,692-891-344-946-743,Кредит наличными со страховкой,5190961,296365,3682711,773331,2020-09-26,87,1431709,8,2023-03-15,2999-12-31
3819672,886-659-140-938-451,Кредит наличными со страховкой,1430439,191004,3948950,990917,2021-03-25,109,1365855,6,2023-03-15,2999-12-31
6386885,961-689-503-491-143,Кредит наличными,5631862,302916,3490413,510449,2020-09-26,24,1347191,8,2023-03-15,2999-12-31
4606543,402-153-334-715-634,Кредит наличными со страховкой,1089093,190323,3871284,839078,2021-03-25,40,1507647,1,2023-03-15,2999-12-31
2167303,781-869-515-654-330,Кредит наличными,2990598,324065,3637224,838507,2022-03-20,120,1696645,3,2023-03-15,2999-12-31
8492939,564-808-702-593-574,Кредит наличными,1153561,352821,3178674,647155,2020-03-30,30,1941218,4,2023-03-15,2999-12-31
8406541,947-249-698-489-223,Автокредит,4475247,214296,3481281,828457,2020-03-30,22,1494568,4,2023-03-15,2999-12-31
4329441,554-142-799-551-347,Автокредит,2410639,407438,3276947,844820,2021-09-21,130,1416891,1,2023-03-15,2999-12-31
2960549,306-670-990-754-671,Ипотека,4596384,328386,3145466,747543,2022-03-20,95,1787890,3,2023-03-15,2999-12-31
4554970,532-686-137-741-453,Автокредит,2048287,145731,3433836,966947,2021-09-21,69,1948449,1,2023-03-15,2999-12-31
2108627,977-131-650-244-416,Ипотека,2482893,322013,3438167,532920,2020-09-26,115,1467245,3,2023-03-15,2999-12-31
4302362,110-581-843-581-202,Кредит наличными,1221154,195150,3340811,947278,2020-09-26,33,1699676,1,2023-03-15,2999-12-31
2105374,838-588-545-174-477,Кредит наличными со страховкой,3479166,305921,3248460,667443,2021-09-21,79,1640392,3,2023-03-15,2999-12-31
3707219,760-246-294-558-466,Ипотека,5065797,335805,3191252,896693,2022-03-20,29,1549804,6,2023-03-15,2999-12-31
7245163,289-412-682-142-903,Автокредит,4480383,341337,3992187,731214,2020-03-30,80,1707526,5,2023-03-15,2999-12-31
4180168,160-429-340-369-103,Автокредит,543072,114782,3077901,910329,2021-09-21,62,1323791,1,2023-03-15,2999-12-31
5537916,919-336-389-847-554,Автокредит,3139330,167015,3327115,948894,2021-03-25,104,1471090,2,2023-03-15,2999-12-31
6764374,706-801-431-107-519,Автокредит,3978709,215776,3738403,650149,2022-03-20,119,1963588,8,2023-03-15,2999-12-31
6379390,497-358-848-712-909,Ипотека,4135947,459157,3068090,840731,2020-09-26,110,1408028,8,2023-03-15,2999-12-31
6763237,502-911-567-872-621,Ипотека,4433912,126618,3634472,939909,2020-03-30,95,1226499,8,2023-03-15,2999-12-31
6724154,922-706-308-350-479,Автокредит,5590426,175860,3966386,691623,2021-03-25,91,1904357,8,2023-03-15,2999-12-31
4495727,891-719-464-266-201,Кредит наличными со страховкой,485419,280717,3081163,819019,2021-03-25,16,1190205,1,2023-03-15,2999-12-31
4070334,407-945-833-565-462,Ипотека,1609590,293428,3419268,807584,2021-03-25,27,1514435,1,2023-03-15,2999-12-31
8327045,704-176-277-563-693,Кредит наличными со страховкой,5382428,114643,3227301,997513,2021-03-25,129,1739467,4,2023-03-15,2999-12-31
3711668,878-399-947-195-426,Кредит наличными со страховкой,5015054,241059,3387836,500701,2021-03-25,108,1811839,6,2023-03-15,2999-12-31
7889650,382-579-311-782-373,Автокредит,1163986,340996,3251135,901874,2020-03-30,101,1714525,5,2023-03-15,2999-12-31
2704967,591-919-358-114-236,Ипотека,5473020,431136,3182814,793858,2020-09-26,45,1721877,3,2023-03-15,2999-12-31
4940606,761-419-253-730-147,Ипотека,5453840,164262,3235400,848326,2021-09-21,93,1136406,1,2023-03-15,2999-12-31
3126923,238-605-127-106-856,Ипотека,591205,477922,3723223,558266,2020-09-26,34,1288637,6,2023-03-15,2999-12-31
3253252,313-939-592-249-627,Кредит наличными,1444947,223741,3954628,880081,2021-03-25,118,1374598,6,2023-03-15,2999-12-31
8009715,445-622-402-958-399,Ипотека,4382492,226608,3848853,833532,2021-03-25,120,1927535,4,2023-03-15,2999-12-31
8357741,503-484-836-517-407,Автокредит,1410742,440405,3199327,849684,2021-03-25,64,1105321,4,2023-03-15,2999-12-31
6682735,830-659-687-783-407,Кредит наличными со страховкой,736663,233746,3806549,735345,2020-09-26,16,1094577,8,2023-03-15,2999-12-31
5544892,565-825-736-387-622,Автокредит,5008329,129557,3934450,531608,2020-03-30,105,1929308,2,2023-03-15,2999-12-31
4965638,679-672-316-425-615,Ипотека,5549793,426488,3426621,730977,2021-03-25,55,1751342,1,2023-03-15,2999-12-31
6131176,372-978-213-146-183,Кредит наличными со страховкой,4939532,340805,3024946,858961,2020-03-30,91,1710442,8,2023-03-15,2999-12-31
2788492,686-662-792-916-490,Ипотека,5162612,432700,3815911,956349,2022-03-20,93,1102534,3,2023-03-15,2999-12-31
6440512,803-270-407-192-702,Кредит наличными со страховкой,1996820,404852,3237100,669229,2022-03-20,98,1870546,8,2023-03-15,2999-12-31
7115961,116-423-663-253-204,Кредит наличными со страховкой,3624711,424600,3513072,519078,2020-09-26,103,1290876,5,2023-03-15,2999-12-31
5207154,200-393-749-258-319,Кредит наличными со страховкой,664402,208547,3885601,515648,2021-09-21,33,1101430,2,2023-03-15,2999-12-31
7439197,947-832-789-695-177,Автокредит,573498,143528,3455327,685656,2021-09-21,19,1986835,5,2023-03-15,2999-12-31
6902740,737-378-129-221-645,Ипотека,4033802,350208,3935092,673403,2021-09-21,107,1854048,8,2023-03-15,2999-12-31
4749230,532-191-250-547-404,Автокредит,1378053,359357,3540325,632226,2021-03-25,75,1780195,1,2023-03-15,2999-12-31
6821573,355-540-756-129-521,Автокредит,2293987,252089,3538940,577775,2021-03-25,16,1167084,8,2023-03-15,2999-12-31
7952768,565-930-779-838-270,Кредит наличными со страховкой,2557230,302605,3831533,704556,2020-09-26,117,1581422,5,2023-03-15,2999-12-31
8983168,924-509-974-798-394,Ипотека,4795451,473338,3084271,633478,2020-03-30,28,1997256,4,2023-03-15,2999-12-31
5385688,618-199-503-412-952,Кредит наличными со страховкой,801239,180565,3611851,860563,2020-03-30,50,1600156,2,2023-03-15,2999-12-31
8388262,379-554-886-384-718,Автокредит,2782952,268054,3599221,934291,2021-03-25,69,1291473,4,2023-03-15,2999-12-31
6500442,279-338-542-176-561,Кредит наличными со страховкой,947464,310256,3224659,677952,2020-09-26,39,1510388,8,2023-03-15,2999-12-31
5604993,508-217-781-128-273,Автокредит,2877629,344300,3075209,847402,2020-09-26,45,1320076,2,2023-03-15,2999-12-31
3939282,392-147-483-794-885,Автокредит,676832,471139,3104239,703965,2021-03-25,104,1221921,6,2023-03-15,2999-12-31
5489098,978-852-607-896-521,Кредит наличными,4922331,448096,3158833,667230,2021-09-21,73,1855515,2,2023-03-15,2999-12-31
7172535,421-579-206-810-433,Кредит наличными со страховкой,1552881,119405,3354645,501624,2022-03-20,97,1184353,5,2023-03-15,2999-12-31
3180778,673-456-154-532-438,Кредит наличными со страховкой,2433200,208315,3555814,988742,2020-03-30,127,1503361,6,2023-03-15,2999-12-31
5035826,566-576-992-807-564,Кредит наличными со страховкой,658399,223363,3473080,871176,2020-09-26,79,1582597,2,2023-03-15,2999-12-31
6993524,195-887-256-652-840,Кредит наличными со страховкой,1230290,319381,3917068,966288,2020-09-26,125,1628595,8,2023-03-15,2999-12-31
8888743,438-330-868-318-326,Ипотека,5110309,421202,3282873,940595,2022-03-20,128,1782179,4,2023-03-15,2999-12-31
6665274,753-726-311-815-253,Кредит наличными со страховкой,3521373,424996,3490169,718740,2021-09-21,29,1378209,8,2023-03-15,2999-12-31
7644027,635-171-839-359-719,Кредит наличными,4984577,176038,3607077,745869,2022-03-20,41,1903386,5,2023-03-15,2999-12-31
7294778,917-652-537-306-609,Кредит наличными,2875864,461236,3533260,944608,2021-09-21,15,1772397,5,2023-03-15,2999-12-31
6287720,552-230-712-485-668,Ипотека,1138578,411366,3873877,906251,2021-03-25,22,1709972,8,2023-03-15,2999-12-31
5432259,762-651-404-343-443,Кредит наличными,837800,323607,3977674,610126,2020-09-26,90,1839668,2,2023-03-15,2999-12-31
7487187,154-357-620-927-767,Кредит наличными,3622982,492172,3298248,937637,2021-09-21,65,1921957,5,2023-03-15,2999-12-31
3169048,943-583-870-636-361,Ипотека,5139230,276802,3915038,762192,2021-09-21,29,1562412,6,2023-03-15,2999-12-31
2778895,733-655-456-487-621,Кредит наличными со страховкой,848607,443431,3520725,912383,2021-09-21,14,1224683,3,2023-03-15,2999-12-31
7379282,321-832-583-243-639,Автокредит,981387,266561,3072085,808328,2020-03-30,124,1622752,5,2023-03-15,2999-12-31
4840320,840-783-633-643-595,Кредит наличными,4583316,358802,3919169,752767,2022-03-20,97,1674136,1,2023-03-15,2999-12-31
6374806,152-134-125-399-174,Кредит наличными со страховкой,4736800,117182,3934756,701847,2020-09-26,24,1369026,8,2023-03-15,2999-12-31
5330099,575-706-173-859-310,Кредит наличными со страховкой,2790413,253961,3231260,519856,2020-03-30,123,1615277,2,2023-03-15,2999-12-31
2364655,442-800-183-335-140,Автокредит,5588159,261723,3020774,614365,2020-09-26,39,1503543,3,2023-03-15,2999-12-31
5675405,302-552-408-106-711,Ипотека,3680021,113361,3685519,932513,2022-03-20,97,1576259,2,2023-03-15,2999-12-31
5895344,663-199-316-397-316,Кредит наличными со страховкой,4379411,403461,3986519,986166,2021-03-25,68,1480579,2,2023-03-15,2999-12-31
8425222,519-850-417-297-534,Кредит наличными,3060845,190508,3389339,957518,2022-03-20,74,1526905,4,2023-03-15,2999-12-31
3419094,805-884-402-145-231,Ипотека,3957449,303204,3160562,578842,2022-03-20,10,1776114,6,2023-03-15,2999-12-31
6245821,573-562-527-416-388,Ипотека,4881283,117355,3824914,742092,2022-03-20,120,1200125,8,2023-03-15,2999-12-31
6885960,810-412-856-675-864,Автокредит,3851651,171682,3307141,723786,2021-03-25,121,1842250,8,2023-03-15,2999-12-31
6863849,215-118-856-322-400,Кредит наличными со страховкой,5350902,259941,3589129,599466,2021-09-21,27,1836906,8,2023-03-15,2999-12-31
6491905,308-594-229-673-872,Кредит наличными,5008156,142395,3990566,782853,2020-03-30,11,1836097,8,2023-03-15,2999-12-31
2672057,226-335-761-234-384,Кредит наличными,5421743,417716,3999249,571476,2021-03-25,64,1994065,3,2023-03-15,2999-12-31
2071942,655-795-763-404-688,Ипотека,2865358,454549,3010836,813983,2022-03-20,93,1850803,3,2023-03-15,2999-12-31
3048126,731-923-612-941-432,Ипотека,2062027,253449,3346167,637049,2021-03-25,38,1874010,6,2023-03-15,2999-12-31
8791024,654-844-590-666-515,Автокредит,2844525,148429,3158613,648360,2021-03-25,88,1111734,4,2023-03-15,2999-12-31
8810057,740-656-931-500-433,Кредит наличными со страховкой,2108765,452362,3469501,871871,2021-03-25,94,1764403,4,2023-03-15,2999-12-31
2201139,196-879-520-580-287,Автокредит,2283999,432115,3303212,568389,2022-03-20,86,1557520,3,2023-03-15,2999-12-31
4339023,354-980-198-120-982,Автокредит,4441680,166663,3341125,937951,2021-09-21,103,1194722,1,2023-03-15,2999-12-31
5235048,741-809-880-610-287,Кредит наличными,4639377,270221,3851704,738881,2020-03-30,13,1666282,2,2023-03-15,2999-12-31
5757686,121-759-508-252-715,Ипотека,4818588,417600,3032338,560170,2021-09-21,21,1021512,2,2023-03-15,2999-12-31
6009441,466-667-420-116-142,Кредит наличными со страховкой,4960518,228985,3121741,945068,2021-03-25,108,1653058,8,2023-03-15,2999-12-31
6908830,333-849-356-822-150,Ипотека,3862890,209000,3339789,983701,2020-03-30,43,1667008,8,2023-03-15,2999-12-31
4819033,599-870-217-159-873,Автокредит,1448887,114057,3401926,587180,2021-03-25,51,1521333,1,2023-03-15,2999-12-31
3386973,988-798-850-515-980,Ипотека,2487606,178493,3398405,574761,2020-03-30,109,1432540,6,2023-03-15,2999-12-31
6585086,944-874-306-916-899,Кредит наличными,1352213,305871,3475804,926424,2022-03-20,65,1246924,8,2023-03-15,2999-12-31
8004806,583-463-730-997-961,Ипотека,1626495,107807,3366768,664823,2021-09-21,36,1940002,4,2023-03-15,2999-12-31
7766627,713-909-390-889-181,Автокредит,1403362,333478,3584271,603764,2020-09-26,10,1272493,5,2023-03-15,2999-12-31
7900121,732-874-585-628-831,Ипотека,2079366,309130,3997555,516306,2021-09-21,68,1808097,5,2023-03-15,2999-12-31
3385170,929-603-969-371-228,Кредит наличными,2676518,433809,3403051,545519,2022-03-20,65,1371640,6,2023-03-15,2999-12-31
2008496,806-911-516-781-187,Автокредит,4011330,446303,3023437,580873,2022-03-20,77,1081181,3,2023-03-15,2999-12-31
6255888,849-220-437-689-108,Ипотека,1289187,241819,3758643,549887,2022-03-20,23,1387204,8,2023-03-15,2999-12-31
3987699,570-847-382-656-598,Ипотека,3251204,437757,3288719,636509,2020-03-30,107,1415904,6,2023-03-15,2999-12-31
5770268,470-681-993-957-918,Кредит наличными,471672,254960,3796593,674029,2022-03-20,33,1481595,2,2023-03-15,2999-12-31
3387818,549-596-821-973-754,Автокредит,1131012,339702,3090626,572134,2021-03-25,121,1766034,6,2023-03-15,2999-12-31
8667082,308-428-691-424-254,Кредит наличными,3315880,390358,3284359,751051,2021-03-25,56,1519222,4,2023-03-15,2999-12-31
7784917,211-719-561-163-499,Кредит наличными,4754125,474383,3258420,508617,2022-03-20,117,1498323,5,2023-03-15,2999-12-31
4710617,531-504-815-494-565,Кредит наличными со страховкой,5384543,209045,3160881,960888,2020-09-26,69,1194214,1,2023-03-15,2999-12-31
3493707,915-173-946-872-847,Ипотека,4216418,193530,3249991,698698,2021-03-25,82,1579092,6,2023-03-15,2999-12-31
5193460,930-443-531-305-492,Ипотека,2793401,358978,3320889,980921,2020-09-26,79,1752779,2,2023-03-15,2999-12-31
